driverStandingsId,Driver_code,Driver_code,Driver_name,GP_year,Round,GrandPrix_name,points,position,wins,GP_Id
1003,10,GAS,Pierre Gasly,2018,15,Singapore Grand Prix,28,13,0,1003
1004,44,HAM,Lewis Hamilton,2018,17,Japanese Grand Prix,331,1,9,1005
1005,14,ALO,Fernando Alonso,2018,17,Japanese Grand Prix,50,10,0,1005
1006,33,VER,Max Verstappen,2018,17,Japanese Grand Prix,173,5,1,1005
1007,27,HUL,Nico Hülkenberg,2018,17,Japanese Grand Prix,53,9,0,1005
1008,77,BOT,Valtteri Bottas,2018,17,Japanese Grand Prix,207,3,0,1005
1009,55,SAI,Carlos Sainz,2018,17,Japanese Grand Prix,39,12,0,1005
1010,11,PER,Sergio Pérez,2018,17,Japanese Grand Prix,53,7,0,1005
1011,31,OCO,Esteban Ocon,2018,17,Japanese Grand Prix,49,11,0,1005
1012,16,LEC,Charles Leclerc,2018,17,Japanese Grand Prix,21,15,0,1005
1013,18,STR,Lance Stroll,2018,17,Japanese Grand Prix,6,17,0,1005
1014,20,MAG,Kevin Magnussen,2018,17,Japanese Grand Prix,53,8,0,1005
1015,10,GAS,Pierre Gasly,2018,17,Japanese Grand Prix,28,14,0,1005
1016,20,MAG,Kevin Magnussen,2018,18,United States Grand Prix,53,9,0,1006
1017,18,STR,Lance Stroll,2018,18,United States Grand Prix,6,18,0,1006
1018,31,OCO,Esteban Ocon,2018,18,United States Grand Prix,49,11,0,1006
1019,55,SAI,Carlos Sainz,2018,18,United States Grand Prix,45,12,0,1006
1020,77,BOT,Valtteri Bottas,2018,18,United States Grand Prix,217,4,0,1006
1021,33,VER,Max Verstappen,2018,18,United States Grand Prix,191,5,1,1006
1022,44,HAM,Lewis Hamilton,2018,18,United States Grand Prix,346,1,9,1006
1023,10,GAS,Pierre Gasly,2018,18,United States Grand Prix,28,14,0,1006
1024,27,HUL,Nico Hülkenberg,2018,18,United States Grand Prix,61,7,0,1006
1025,16,LEC,Charles Leclerc,2018,18,United States Grand Prix,21,15,0,1006
1026,14,ALO,Fernando Alonso,2018,18,United States Grand Prix,50,10,0,1006
1027,11,PER,Sergio Pérez,2018,18,United States Grand Prix,57,8,0,1006
1028,44,HAM,Lewis Hamilton,2018,19,Mexico City Grand Prix,358,1,9,1007
1029,14,ALO,Fernando Alonso,2018,19,Mexico City Grand Prix,50,10,0,1007
1030,33,VER,Max Verstappen,2018,19,Mexico City Grand Prix,216,5,2,1007
1031,27,HUL,Nico Hülkenberg,2018,19,Mexico City Grand Prix,69,7,0,1007
1032,77,BOT,Valtteri Bottas,2018,19,Mexico City Grand Prix,227,4,0,1007
1033,55,SAI,Carlos Sainz,2018,19,Mexico City Grand Prix,45,12,0,1007
1034,11,PER,Sergio Pérez,2018,19,Mexico City Grand Prix,57,8,0,1007
1035,31,OCO,Esteban Ocon,2018,19,Mexico City Grand Prix,49,11,0,1007
1036,16,LEC,Charles Leclerc,2018,19,Mexico City Grand Prix,27,15,0,1007
1037,18,STR,Lance Stroll,2018,19,Mexico City Grand Prix,6,18,0,1007
1038,20,MAG,Kevin Magnussen,2018,19,Mexico City Grand Prix,53,9,0,1007
1039,10,GAS,Pierre Gasly,2018,19,Mexico City Grand Prix,29,14,0,1007
1040,44,HAM,Lewis Hamilton,2018,20,São Paulo Grand Prix,383,1,10,1008
1041,14,ALO,Fernando Alonso,2018,20,São Paulo Grand Prix,50,10,0,1008
1042,33,VER,Max Verstappen,2018,20,São Paulo Grand Prix,234,5,2,1008
1043,27,HUL,Nico Hülkenberg,2018,20,São Paulo Grand Prix,69,7,0,1008
1044,77,BOT,Valtteri Bottas,2018,20,São Paulo Grand Prix,237,4,0,1008
1045,55,SAI,Carlos Sainz,2018,20,São Paulo Grand Prix,45,12,0,1008
1046,11,PER,Sergio Pérez,2018,20,São Paulo Grand Prix,58,8,0,1008
1047,31,OCO,Esteban Ocon,2018,20,São Paulo Grand Prix,49,11,0,1008
1048,16,LEC,Charles Leclerc,2018,20,São Paulo Grand Prix,33,14,0,1008
1049,18,STR,Lance Stroll,2018,20,São Paulo Grand Prix,6,18,0,1008
1050,20,MAG,Kevin Magnussen,2018,20,São Paulo Grand Prix,55,9,0,1008
1051,10,GAS,Pierre Gasly,2018,20,São Paulo Grand Prix,29,15,0,1008
1052,44,HAM,Lewis Hamilton,2018,21,Abu Dhabi Grand Prix,408,1,11,1009
1053,14,ALO,Fernando Alonso,2018,21,Abu Dhabi Grand Prix,50,11,0,1009
1054,33,VER,Max Verstappen,2018,21,Abu Dhabi Grand Prix,249,4,2,1009
1055,27,HUL,Nico Hülkenberg,2018,21,Abu Dhabi Grand Prix,69,7,0,1009
1056,77,BOT,Valtteri Bottas,2018,21,Abu Dhabi Grand Prix,247,5,0,1009
1057,55,SAI,Carlos Sainz,2018,21,Abu Dhabi Grand Prix,53,10,0,1009
1058,11,PER,Sergio Pérez,2018,21,Abu Dhabi Grand Prix,62,8,0,1009
1059,31,OCO,Esteban Ocon,2018,21,Abu Dhabi Grand Prix,49,12,0,1009
1060,16,LEC,Charles Leclerc,2018,21,Abu Dhabi Grand Prix,39,13,0,1009
1061,18,STR,Lance Stroll,2018,21,Abu Dhabi Grand Prix,6,18,0,1009
1062,20,MAG,Kevin Magnussen,2018,21,Abu Dhabi Grand Prix,56,9,0,1009
1063,10,GAS,Pierre Gasly,2018,21,Abu Dhabi Grand Prix,29,15,0,1009
1064,55,SAI,Carlos Sainz,2019,1,Australian Grand Prix,0,20,0,1010
1065,63,RUS,George Russell,2019,1,Australian Grand Prix,0,16,0,1010
1066,23,ALB,Alexander Albon,2019,1,Australian Grand Prix,0,14,0,1010
1067,11,PER,Sergio Pérez,2019,1,Australian Grand Prix,0,13,0,1010
1068,4,NOR,Lando Norris,2019,1,Australian Grand Prix,0,12,0,1010
1069,44,HAM,Lewis Hamilton,2019,1,Australian Grand Prix,18,2,0,1010
1070,10,GAS,Pierre Gasly,2019,1,Australian Grand Prix,0,11,0,1010
1071,18,STR,Lance Stroll,2019,1,Australian Grand Prix,2,9,0,1010
1072,27,HUL,Nico Hülkenberg,2019,1,Australian Grand Prix,6,7,0,1010
1073,20,MAG,Kevin Magnussen,2019,1,Australian Grand Prix,8,6,0,1010
1074,16,LEC,Charles Leclerc,2019,1,Australian Grand Prix,10,5,0,1010
1075,33,VER,Max Verstappen,2019,1,Australian Grand Prix,15,3,0,1010
1076,77,BOT,Valtteri Bottas,2019,1,Australian Grand Prix,26,1,1,1010
1077,63,RUS,George Russell,2019,2,Bahrain Grand Prix,0,16,0,1011
1078,23,ALB,Alexander Albon,2019,2,Bahrain Grand Prix,2,11,0,1011
1079,10,GAS,Pierre Gasly,2019,2,Bahrain Grand Prix,4,10,0,1011
1080,33,VER,Max Verstappen,2019,2,Bahrain Grand Prix,27,3,0,1011
1081,55,SAI,Carlos Sainz,2019,2,Bahrain Grand Prix,0,20,0,1011
1082,4,NOR,Lando Norris,2019,2,Bahrain Grand Prix,8,7,0,1011
1083,27,HUL,Nico Hülkenberg,2019,2,Bahrain Grand Prix,6,9,0,1011
1084,11,PER,Sergio Pérez,2019,2,Bahrain Grand Prix,1,14,0,1011
1085,18,STR,Lance Stroll,2019,2,Bahrain Grand Prix,2,12,0,1011
1086,20,MAG,Kevin Magnussen,2019,2,Bahrain Grand Prix,8,8,0,1011
1087,16,LEC,Charles Leclerc,2019,2,Bahrain Grand Prix,26,4,0,1011
1088,44,HAM,Lewis Hamilton,2019,2,Bahrain Grand Prix,43,2,1,1011
1089,77,BOT,Valtteri Bottas,2019,2,Bahrain Grand Prix,44,1,1,1011
1090,77,BOT,Valtteri Bottas,2019,4,Azerbaijan Grand Prix,87,1,2,1013
1091,44,HAM,Lewis Hamilton,2019,4,Azerbaijan Grand Prix,86,2,2,1013
1092,33,VER,Max Verstappen,2019,4,Azerbaijan Grand Prix,51,4,0,1013
1093,16,LEC,Charles Leclerc,2019,4,Azerbaijan Grand Prix,47,5,0,1013
1094,20,MAG,Kevin Magnussen,2019,4,Azerbaijan Grand Prix,8,10,0,1013
1095,27,HUL,Nico Hülkenberg,2019,4,Azerbaijan Grand Prix,6,11,0,1013
1096,18,STR,Lance Stroll,2019,4,Azerbaijan Grand Prix,4,14,0,1013
1097,10,GAS,Pierre Gasly,2019,4,Azerbaijan Grand Prix,13,7,0,1013
1098,4,NOR,Lando Norris,2019,4,Azerbaijan Grand Prix,12,9,0,1013
1099,11,PER,Sergio Pérez,2019,4,Azerbaijan Grand Prix,13,6,0,1013
1100,23,ALB,Alexander Albon,2019,4,Azerbaijan Grand Prix,3,15,0,1013
1101,63,RUS,George Russell,2019,4,Azerbaijan Grand Prix,0,19,0,1013
1102,55,SAI,Carlos Sainz,2019,4,Azerbaijan Grand Prix,6,12,0,1013
1103,55,SAI,Carlos Sainz,2019,5,Spanish Grand Prix,10,11,0,1014
1104,23,ALB,Alexander Albon,2019,5,Spanish Grand Prix,3,15,0,1014
1105,10,GAS,Pierre Gasly,2019,5,Spanish Grand Prix,21,6,0,1014
1106,18,STR,Lance Stroll,2019,5,Spanish Grand Prix,4,14,0,1014
1107,16,LEC,Charles Leclerc,2019,5,Spanish Grand Prix,57,5,0,1014
1108,33,VER,Max Verstappen,2019,5,Spanish Grand Prix,66,3,0,1014
1109,44,HAM,Lewis Hamilton,2019,5,Spanish Grand Prix,112,1,3,1014
1110,11,PER,Sergio Pérez,2019,5,Spanish Grand Prix,13,8,0,1014
1111,4,NOR,Lando Norris,2019,5,Spanish Grand Prix,12,10,0,1014
1112,77,BOT,Valtteri Bottas,2019,5,Spanish Grand Prix,105,2,2,1014
1113,63,RUS,George Russell,2019,5,Spanish Grand Prix,0,19,0,1014
1114,27,HUL,Nico Hülkenberg,2019,5,Spanish Grand Prix,6,13,0,1014
1115,20,MAG,Kevin Magnussen,2019,5,Spanish Grand Prix,14,7,0,1014
1116,77,BOT,Valtteri Bottas,2019,6,Monaco Grand Prix,120,2,2,1015
1117,44,HAM,Lewis Hamilton,2019,6,Monaco Grand Prix,137,1,4,1015
1118,33,VER,Max Verstappen,2019,6,Monaco Grand Prix,78,4,0,1015
1119,16,LEC,Charles Leclerc,2019,6,Monaco Grand Prix,57,5,0,1015
1120,20,MAG,Kevin Magnussen,2019,6,Monaco Grand Prix,14,8,0,1015
1121,27,HUL,Nico Hülkenberg,2019,6,Monaco Grand Prix,6,15,0,1015
1122,18,STR,Lance Stroll,2019,6,Monaco Grand Prix,4,16,0,1015
1123,10,GAS,Pierre Gasly,2019,6,Monaco Grand Prix,32,6,0,1015
1124,4,NOR,Lando Norris,2019,6,Monaco Grand Prix,12,11,0,1015
1125,11,PER,Sergio Pérez,2019,6,Monaco Grand Prix,13,9,0,1015
1126,23,ALB,Alexander Albon,2019,6,Monaco Grand Prix,7,14,0,1015
1127,63,RUS,George Russell,2019,6,Monaco Grand Prix,0,19,0,1015
1128,55,SAI,Carlos Sainz,2019,6,Monaco Grand Prix,18,7,0,1015
1129,77,BOT,Valtteri Bottas,2019,7,Canadian Grand Prix,133,2,2,1016
1130,44,HAM,Lewis Hamilton,2019,7,Canadian Grand Prix,162,1,5,1016
1131,33,VER,Max Verstappen,2019,7,Canadian Grand Prix,88,4,0,1016
1132,16,LEC,Charles Leclerc,2019,7,Canadian Grand Prix,72,5,0,1016
1133,20,MAG,Kevin Magnussen,2019,7,Canadian Grand Prix,14,9,0,1016
1134,27,HUL,Nico Hülkenberg,2019,7,Canadian Grand Prix,12,13,0,1016
1135,18,STR,Lance Stroll,2019,7,Canadian Grand Prix,6,16,0,1016
1136,10,GAS,Pierre Gasly,2019,7,Canadian Grand Prix,36,6,0,1016
1137,4,NOR,Lando Norris,2019,7,Canadian Grand Prix,12,12,0,1016
1138,11,PER,Sergio Pérez,2019,7,Canadian Grand Prix,13,10,0,1016
1139,23,ALB,Alexander Albon,2019,7,Canadian Grand Prix,7,15,0,1016
1140,63,RUS,George Russell,2019,7,Canadian Grand Prix,0,19,0,1016
1141,55,SAI,Carlos Sainz,2019,7,Canadian Grand Prix,18,7,0,1016
1142,77,BOT,Valtteri Bottas,2019,9,Austrian Grand Prix,166,2,2,1018
1143,44,HAM,Lewis Hamilton,2019,9,Austrian Grand Prix,197,1,6,1018
1144,33,VER,Max Verstappen,2019,9,Austrian Grand Prix,126,3,1,1018
1145,16,LEC,Charles Leclerc,2019,9,Austrian Grand Prix,105,5,0,1018
1146,20,MAG,Kevin Magnussen,2019,9,Austrian Grand Prix,14,12,0,1018
1147,27,HUL,Nico Hülkenberg,2019,9,Austrian Grand Prix,16,11,0,1018
1148,18,STR,Lance Stroll,2019,9,Austrian Grand Prix,6,16,0,1018
1149,10,GAS,Pierre Gasly,2019,9,Austrian Grand Prix,43,6,0,1018
1150,4,NOR,Lando Norris,2019,9,Austrian Grand Prix,22,8,0,1018
1151,11,PER,Sergio Pérez,2019,9,Austrian Grand Prix,13,13,0,1018
1152,23,ALB,Alexander Albon,2019,9,Austrian Grand Prix,7,15,0,1018
1153,63,RUS,George Russell,2019,9,Austrian Grand Prix,0,19,0,1018
1154,55,SAI,Carlos Sainz,2019,9,Austrian Grand Prix,30,7,0,1018
1155,77,BOT,Valtteri Bottas,2019,10,British Grand Prix,184,2,2,1019
1156,44,HAM,Lewis Hamilton,2019,10,British Grand Prix,223,1,7,1019
1157,33,VER,Max Verstappen,2019,10,British Grand Prix,136,3,1,1019
1158,16,LEC,Charles Leclerc,2019,10,British Grand Prix,120,5,0,1019
1159,20,MAG,Kevin Magnussen,2019,10,British Grand Prix,14,12,0,1019
1160,27,HUL,Nico Hülkenberg,2019,10,British Grand Prix,17,11,0,1019
1161,18,STR,Lance Stroll,2019,10,British Grand Prix,6,16,0,1019
1162,10,GAS,Pierre Gasly,2019,10,British Grand Prix,55,6,0,1019
1163,4,NOR,Lando Norris,2019,10,British Grand Prix,22,9,0,1019
1164,11,PER,Sergio Pérez,2019,10,British Grand Prix,13,13,0,1019
1165,23,ALB,Alexander Albon,2019,10,British Grand Prix,7,15,0,1019
1166,63,RUS,George Russell,2019,10,British Grand Prix,0,19,0,1019
1167,55,SAI,Carlos Sainz,2019,10,British Grand Prix,38,7,0,1019
1168,77,BOT,Valtteri Bottas,2019,12,Hungarian Grand Prix,188,2,2,1021
1169,44,HAM,Lewis Hamilton,2019,12,Hungarian Grand Prix,250,1,8,1021
1170,33,VER,Max Verstappen,2019,12,Hungarian Grand Prix,181,3,2,1021
1171,16,LEC,Charles Leclerc,2019,12,Hungarian Grand Prix,132,5,0,1021
1172,20,MAG,Kevin Magnussen,2019,12,Hungarian Grand Prix,18,13,0,1021
1173,27,HUL,Nico Hülkenberg,2019,12,Hungarian Grand Prix,17,14,0,1021
1174,18,STR,Lance Stroll,2019,12,Hungarian Grand Prix,18,12,0,1021
1175,10,GAS,Pierre Gasly,2019,12,Hungarian Grand Prix,63,6,0,1021
1176,4,NOR,Lando Norris,2019,12,Hungarian Grand Prix,24,10,0,1021
1177,11,PER,Sergio Pérez,2019,12,Hungarian Grand Prix,13,16,0,1021
1178,23,ALB,Alexander Albon,2019,12,Hungarian Grand Prix,16,15,0,1021
1179,63,RUS,George Russell,2019,12,Hungarian Grand Prix,0,20,0,1021
1180,55,SAI,Carlos Sainz,2019,12,Hungarian Grand Prix,58,7,0,1021
1181,77,BOT,Valtteri Bottas,2019,13,Belgian Grand Prix,203,2,2,1022
1182,44,HAM,Lewis Hamilton,2019,13,Belgian Grand Prix,268,1,8,1022
1183,33,VER,Max Verstappen,2019,13,Belgian Grand Prix,181,3,2,1022
1184,16,LEC,Charles Leclerc,2019,13,Belgian Grand Prix,157,5,1,1022
1185,20,MAG,Kevin Magnussen,2019,13,Belgian Grand Prix,18,16,0,1022
1186,27,HUL,Nico Hülkenberg,2019,13,Belgian Grand Prix,21,14,0,1022
1187,18,STR,Lance Stroll,2019,13,Belgian Grand Prix,19,15,0,1022
1188,10,GAS,Pierre Gasly,2019,13,Belgian Grand Prix,65,6,0,1022
1189,4,NOR,Lando Norris,2019,13,Belgian Grand Prix,24,11,0,1022
1190,11,PER,Sergio Pérez,2019,13,Belgian Grand Prix,21,13,0,1022
1191,23,ALB,Alexander Albon,2019,13,Belgian Grand Prix,26,10,0,1022
1192,63,RUS,George Russell,2019,13,Belgian Grand Prix,0,20,0,1022
1193,55,SAI,Carlos Sainz,2019,13,Belgian Grand Prix,58,7,0,1022
1194,77,BOT,Valtteri Bottas,2019,14,Italian Grand Prix,221,2,2,1023
1195,44,HAM,Lewis Hamilton,2019,14,Italian Grand Prix,284,1,8,1023
1196,33,VER,Max Verstappen,2019,14,Italian Grand Prix,185,3,2,1023
1197,16,LEC,Charles Leclerc,2019,14,Italian Grand Prix,182,4,2,1023
1198,20,MAG,Kevin Magnussen,2019,14,Italian Grand Prix,18,16,0,1023
1199,27,HUL,Nico Hülkenberg,2019,14,Italian Grand Prix,31,11,0,1023
1200,18,STR,Lance Stroll,2019,14,Italian Grand Prix,19,15,0,1023
1201,10,GAS,Pierre Gasly,2019,14,Italian Grand Prix,65,6,0,1023
1202,4,NOR,Lando Norris,2019,14,Italian Grand Prix,25,14,0,1023
1203,11,PER,Sergio Pérez,2019,14,Italian Grand Prix,27,13,0,1023
1204,23,ALB,Alexander Albon,2019,14,Italian Grand Prix,34,9,0,1023
1205,63,RUS,George Russell,2019,14,Italian Grand Prix,0,20,0,1023
1206,55,SAI,Carlos Sainz,2019,14,Italian Grand Prix,58,7,0,1023
1207,77,BOT,Valtteri Bottas,2019,15,Singapore Grand Prix,231,2,2,1024
1208,44,HAM,Lewis Hamilton,2019,15,Singapore Grand Prix,296,1,8,1024
1209,33,VER,Max Verstappen,2019,15,Singapore Grand Prix,200,4,2,1024
1210,16,LEC,Charles Leclerc,2019,15,Singapore Grand Prix,200,3,2,1024
1211,20,MAG,Kevin Magnussen,2019,15,Singapore Grand Prix,18,16,0,1024
1212,27,HUL,Nico Hülkenberg,2019,15,Singapore Grand Prix,33,11,0,1024
1213,18,STR,Lance Stroll,2019,15,Singapore Grand Prix,19,15,0,1024
1214,10,GAS,Pierre Gasly,2019,15,Singapore Grand Prix,69,6,0,1024
1215,4,NOR,Lando Norris,2019,15,Singapore Grand Prix,31,12,0,1024
1216,11,PER,Sergio Pérez,2019,15,Singapore Grand Prix,27,14,0,1024
1217,23,ALB,Alexander Albon,2019,15,Singapore Grand Prix,42,8,0,1024
1218,63,RUS,George Russell,2019,15,Singapore Grand Prix,0,20,0,1024
1219,55,SAI,Carlos Sainz,2019,15,Singapore Grand Prix,58,7,0,1024
1220,55,SAI,Carlos Sainz,2019,17,Japanese Grand Prix,76,6,0,1026
1221,63,RUS,George Russell,2019,17,Japanese Grand Prix,0,20,0,1026
1222,23,ALB,Alexander Albon,2019,17,Japanese Grand Prix,64,8,0,1026
1223,18,STR,Lance Stroll,2019,17,Japanese Grand Prix,21,15,0,1026
1224,20,MAG,Kevin Magnussen,2019,17,Japanese Grand Prix,20,16,0,1026
1225,44,HAM,Lewis Hamilton,2019,17,Japanese Grand Prix,338,1,9,1026
1226,77,BOT,Valtteri Bottas,2019,17,Japanese Grand Prix,274,2,3,1026
1227,33,VER,Max Verstappen,2019,17,Japanese Grand Prix,212,4,2,1026
1228,10,GAS,Pierre Gasly,2019,17,Japanese Grand Prix,75,7,0,1026
1229,4,NOR,Lando Norris,2019,17,Japanese Grand Prix,35,10,0,1026
1230,11,PER,Sergio Pérez,2019,17,Japanese Grand Prix,37,9,0,1026
1231,16,LEC,Charles Leclerc,2019,17,Japanese Grand Prix,223,3,2,1026
1232,27,HUL,Nico Hülkenberg,2019,17,Japanese Grand Prix,34,13,0,1026
1233,55,SAI,Carlos Sainz,2019,18,Mexico City Grand Prix,76,7,0,1027
1234,63,RUS,George Russell,2019,18,Mexico City Grand Prix,0,20,0,1027
1235,23,ALB,Alexander Albon,2019,18,Mexico City Grand Prix,74,8,0,1027
1236,10,GAS,Pierre Gasly,2019,18,Mexico City Grand Prix,77,6,0,1027
1237,18,STR,Lance Stroll,2019,18,Mexico City Grand Prix,21,15,0,1027
1238,20,MAG,Kevin Magnussen,2019,18,Mexico City Grand Prix,20,16,0,1027
1239,44,HAM,Lewis Hamilton,2019,18,Mexico City Grand Prix,363,1,10,1027
1240,77,BOT,Valtteri Bottas,2019,18,Mexico City Grand Prix,289,2,3,1027
1241,33,VER,Max Verstappen,2019,18,Mexico City Grand Prix,220,5,2,1027
1242,4,NOR,Lando Norris,2019,18,Mexico City Grand Prix,35,12,0,1027
1243,11,PER,Sergio Pérez,2019,18,Mexico City Grand Prix,43,9,0,1027
1244,16,LEC,Charles Leclerc,2019,18,Mexico City Grand Prix,236,3,2,1027
1245,27,HUL,Nico Hülkenberg,2019,18,Mexico City Grand Prix,35,11,0,1027
1246,77,BOT,Valtteri Bottas,2019,19,United States Grand Prix,314,2,4,1028
1247,44,HAM,Lewis Hamilton,2019,19,United States Grand Prix,381,1,10,1028
1248,33,VER,Max Verstappen,2019,19,United States Grand Prix,235,4,2,1028
1249,16,LEC,Charles Leclerc,2019,19,United States Grand Prix,249,3,2,1028
1250,20,MAG,Kevin Magnussen,2019,19,United States Grand Prix,20,16,0,1028
1251,27,HUL,Nico Hülkenberg,2019,19,United States Grand Prix,37,12,0,1028
1252,18,STR,Lance Stroll,2019,19,United States Grand Prix,21,15,0,1028
1253,10,GAS,Pierre Gasly,2019,19,United States Grand Prix,77,8,0,1028
1254,4,NOR,Lando Norris,2019,19,United States Grand Prix,41,11,0,1028
1255,11,PER,Sergio Pérez,2019,19,United States Grand Prix,44,10,0,1028
1256,23,ALB,Alexander Albon,2019,19,United States Grand Prix,84,6,0,1028
1257,63,RUS,George Russell,2019,19,United States Grand Prix,0,20,0,1028
1258,55,SAI,Carlos Sainz,2019,19,United States Grand Prix,80,7,0,1028
1259,77,BOT,Valtteri Bottas,2019,20,São Paulo Grand Prix,314,2,4,1029
1260,44,HAM,Lewis Hamilton,2019,20,São Paulo Grand Prix,387,1,10,1029
1261,33,VER,Max Verstappen,2019,20,São Paulo Grand Prix,260,3,3,1029
1262,16,LEC,Charles Leclerc,2019,20,São Paulo Grand Prix,249,4,2,1029
1263,20,MAG,Kevin Magnussen,2019,20,São Paulo Grand Prix,20,16,0,1029
1264,27,HUL,Nico Hülkenberg,2019,20,São Paulo Grand Prix,37,13,0,1029
1265,18,STR,Lance Stroll,2019,20,São Paulo Grand Prix,21,15,0,1029
1266,10,GAS,Pierre Gasly,2019,20,São Paulo Grand Prix,95,6,0,1029
1267,4,NOR,Lando Norris,2019,20,São Paulo Grand Prix,45,11,0,1029
1268,11,PER,Sergio Pérez,2019,20,São Paulo Grand Prix,46,10,0,1029
1269,23,ALB,Alexander Albon,2019,20,São Paulo Grand Prix,84,8,0,1029
1270,63,RUS,George Russell,2019,20,São Paulo Grand Prix,0,20,0,1029
1271,55,SAI,Carlos Sainz,2019,20,São Paulo Grand Prix,95,7,0,1029
1272,77,BOT,Valtteri Bottas,2019,21,Abu Dhabi Grand Prix,326,2,4,1030
1273,44,HAM,Lewis Hamilton,2019,21,Abu Dhabi Grand Prix,413,1,11,1030
1274,33,VER,Max Verstappen,2019,21,Abu Dhabi Grand Prix,278,3,3,1030
1275,16,LEC,Charles Leclerc,2019,21,Abu Dhabi Grand Prix,264,4,2,1030
1276,20,MAG,Kevin Magnussen,2019,21,Abu Dhabi Grand Prix,20,16,0,1030
1277,27,HUL,Nico Hülkenberg,2019,21,Abu Dhabi Grand Prix,37,14,0,1030
1278,18,STR,Lance Stroll,2019,21,Abu Dhabi Grand Prix,21,15,0,1030
1279,10,GAS,Pierre Gasly,2019,21,Abu Dhabi Grand Prix,95,7,0,1030
1280,4,NOR,Lando Norris,2019,21,Abu Dhabi Grand Prix,49,11,0,1030
1281,11,PER,Sergio Pérez,2019,21,Abu Dhabi Grand Prix,52,10,0,1030
1282,23,ALB,Alexander Albon,2019,21,Abu Dhabi Grand Prix,92,8,0,1030
1283,63,RUS,George Russell,2019,21,Abu Dhabi Grand Prix,0,20,0,1030
1284,55,SAI,Carlos Sainz,2019,21,Abu Dhabi Grand Prix,96,6,0,1030
1285,33,VER,Max Verstappen,2020,4,British Grand Prix,52,3,0,1034
1286,18,STR,Lance Stroll,2020,4,British Grand Prix,20,8,0,1034
1287,20,MAG,Kevin Magnussen,2020,4,British Grand Prix,1,16,0,1034
1288,63,RUS,George Russell,2020,4,British Grand Prix,0,19,0,1034
1289,23,ALB,Alexander Albon,2020,4,British Grand Prix,26,6,0,1034
1290,31,OCO,Esteban Ocon,2020,4,British Grand Prix,12,11,0,1034
1291,10,GAS,Pierre Gasly,2020,4,British Grand Prix,12,12,0,1034
1292,11,PER,Sergio Pérez,2020,4,British Grand Prix,22,7,0,1034
1293,55,SAI,Carlos Sainz,2020,4,British Grand Prix,15,10,0,1034
1294,44,HAM,Lewis Hamilton,2020,4,British Grand Prix,88,1,3,1034
1295,4,NOR,Lando Norris,2020,4,British Grand Prix,36,4,0,1034
1296,16,LEC,Charles Leclerc,2020,4,British Grand Prix,33,5,0,1034
1297,77,BOT,Valtteri Bottas,2020,4,British Grand Prix,58,2,1,1034
1298,33,VER,Max Verstappen,2020,1,Austrian Grand Prix,0,20,0,1031
1299,18,STR,Lance Stroll,2020,1,Austrian Grand Prix,0,18,0,1031
1300,20,MAG,Kevin Magnussen,2020,1,Austrian Grand Prix,0,17,0,1031
1301,63,RUS,George Russell,2020,1,Austrian Grand Prix,0,15,0,1031
1302,23,ALB,Alexander Albon,2020,1,Austrian Grand Prix,0,13,0,1031
1303,31,OCO,Esteban Ocon,2020,1,Austrian Grand Prix,4,8,0,1031
1304,10,GAS,Pierre Gasly,2020,1,Austrian Grand Prix,6,7,0,1031
1305,11,PER,Sergio Pérez,2020,1,Austrian Grand Prix,8,6,0,1031
1306,55,SAI,Carlos Sainz,2020,1,Austrian Grand Prix,10,5,0,1031
1307,44,HAM,Lewis Hamilton,2020,1,Austrian Grand Prix,12,4,0,1031
1308,4,NOR,Lando Norris,2020,1,Austrian Grand Prix,16,3,0,1031
1309,16,LEC,Charles Leclerc,2020,1,Austrian Grand Prix,18,2,0,1031
1310,77,BOT,Valtteri Bottas,2020,1,Austrian Grand Prix,25,1,1,1031
1311,77,BOT,Valtteri Bottas,2020,2,Austrian Grand Prix,43,1,1,1032
1312,16,LEC,Charles Leclerc,2020,2,Austrian Grand Prix,18,4,0,1032
1313,4,NOR,Lando Norris,2020,2,Austrian Grand Prix,26,3,0,1032
1314,44,HAM,Lewis Hamilton,2020,2,Austrian Grand Prix,37,2,1,1032
1315,55,SAI,Carlos Sainz,2020,2,Austrian Grand Prix,13,7,0,1032
1316,11,PER,Sergio Pérez,2020,2,Austrian Grand Prix,16,5,0,1032
1317,10,GAS,Pierre Gasly,2020,2,Austrian Grand Prix,6,9,0,1032
1318,31,OCO,Esteban Ocon,2020,2,Austrian Grand Prix,4,11,0,1032
1319,23,ALB,Alexander Albon,2020,2,Austrian Grand Prix,12,8,0,1032
1320,63,RUS,George Russell,2020,2,Austrian Grand Prix,0,20,0,1032
1321,20,MAG,Kevin Magnussen,2020,2,Austrian Grand Prix,0,18,0,1032
1322,18,STR,Lance Stroll,2020,2,Austrian Grand Prix,6,10,0,1032
1323,33,VER,Max Verstappen,2020,2,Austrian Grand Prix,15,6,0,1032
1324,33,VER,Max Verstappen,2020,3,Hungarian Grand Prix,33,3,0,1033
1325,18,STR,Lance Stroll,2020,3,Hungarian Grand Prix,18,8,0,1033
1326,63,RUS,George Russell,2020,3,Hungarian Grand Prix,0,20,0,1033
1327,23,ALB,Alexander Albon,2020,3,Hungarian Grand Prix,22,5,0,1033
1328,31,OCO,Esteban Ocon,2020,3,Hungarian Grand Prix,4,13,0,1033
