constructorStandingsId,Constructor_name,GP_year,Round,GrandPrix_name,points,position,wins,GP_Id
1315,Williams,2011,15,Japanese Grand Prix,5,9,0,855
1316,Mercedes,2011,15,Japanese Grand Prix,123,4,0,855
1317,Red Bull,2011,18,Abu Dhabi Grand Prix,607,1,11,858
1318,McLaren,2011,18,Abu Dhabi Grand Prix,482,2,6,858
1319,Ferrari,2011,18,Abu Dhabi Grand Prix,353,3,1,858
1320,Williams,2011,18,Abu Dhabi Grand Prix,5,9,0,858
1321,Mercedes,2011,18,Abu Dhabi Grand Prix,159,4,0,858
1322,Red Bull,2011,19,São Paulo Grand Prix,650,1,12,859
1323,McLaren,2011,19,São Paulo Grand Prix,497,2,6,859
1324,Ferrari,2011,19,São Paulo Grand Prix,375,3,1,859
1325,Williams,2011,19,São Paulo Grand Prix,5,9,0,859
1326,Mercedes,2011,19,São Paulo Grand Prix,165,4,0,859
1327,McLaren,2012,1,Australian Grand Prix,40,1,1,860
1328,Williams,2012,1,Australian Grand Prix,0,9,0,860
1329,Mercedes,2012,1,Australian Grand Prix,0,8,0,860
1330,Ferrari,2012,1,Australian Grand Prix,10,4,0,860
1331,Red Bull,2012,1,Australian Grand Prix,30,2,0,860
1332,Williams,2012,5,Spanish Grand Prix,43,6,1,864
1333,Mercedes,2012,5,Spanish Grand Prix,43,5,1,864
1334,Ferrari,2012,5,Spanish Grand Prix,63,4,1,864
1335,Red Bull,2012,5,Spanish Grand Prix,109,1,1,864
1336,McLaren,2012,5,Spanish Grand Prix,98,2,1,864
1337,McLaren,2012,4,Bahrain Grand Prix,92,2,1,863
1338,Red Bull,2012,4,Bahrain Grand Prix,101,1,1,863
1339,Ferrari,2012,4,Bahrain Grand Prix,45,4,1,863
1340,Mercedes,2012,4,Bahrain Grand Prix,37,5,1,863
1341,Williams,2012,4,Bahrain Grand Prix,18,7,0,863
1342,McLaren,2012,6,Monaco Grand Prix,108,2,1,865
1343,Red Bull,2012,6,Monaco Grand Prix,146,1,2,865
1344,Ferrari,2012,6,Monaco Grand Prix,86,3,1,865
1345,Mercedes,2012,6,Monaco Grand Prix,61,5,1,865
1346,Williams,2012,6,Monaco Grand Prix,44,6,1,865
1347,McLaren,2012,7,Canadian Grand Prix,133,2,2,866
1348,Red Bull,2012,7,Canadian Grand Prix,164,1,2,866
1349,Ferrari,2012,7,Canadian Grand Prix,97,4,1,866
1350,Mercedes,2012,7,Canadian Grand Prix,69,5,1,866
1351,Williams,2012,7,Canadian Grand Prix,44,7,1,866
1352,McLaren,2012,9,British Grand Prix,142,4,2,868
1353,Red Bull,2012,9,British Grand Prix,216,1,3,868
1354,Ferrari,2012,9,British Grand Prix,152,2,2,868
1355,Mercedes,2012,9,British Grand Prix,98,5,1,868
1356,Williams,2012,9,British Grand Prix,47,7,1,868
1357,Red Bull,2012,12,Belgian Grand Prix,272,1,3,871
1358,Mercedes,2012,11,Hungarian Grand Prix,106,5,1,870
1359,McLaren,2012,12,Belgian Grand Prix,218,2,4,871
1360,McLaren,2012,11,Hungarian Grand Prix,193,2,3,870
1361,Red Bull,2012,11,Hungarian Grand Prix,246,1,3,870
1362,Ferrari,2012,11,Hungarian Grand Prix,189,4,3,870
1363,Williams,2012,11,Hungarian Grand Prix,53,7,1,870
1364,Ferrari,2012,12,Belgian Grand Prix,199,4,3,871
1365,Mercedes,2012,12,Belgian Grand Prix,112,5,1,871
1366,Williams,2012,12,Belgian Grand Prix,53,8,1,871
1367,McLaren,2012,13,Italian Grand Prix,243,2,5,872
1368,Red Bull,2012,13,Italian Grand Prix,272,1,3,872
1369,Ferrari,2012,13,Italian Grand Prix,226,3,3,872
1370,Mercedes,2012,13,Italian Grand Prix,126,5,1,872
1371,Williams,2012,13,Italian Grand Prix,54,8,1,872
1372,Williams,2012,14,Singapore Grand Prix,54,8,1,873
1373,Mercedes,2012,14,Singapore Grand Prix,136,5,1,873
1374,Ferrari,2012,14,Singapore Grand Prix,245,3,3,873
1375,Red Bull,2012,14,Singapore Grand Prix,297,1,4,873
1376,McLaren,2012,14,Singapore Grand Prix,261,2,5,873
1377,Williams,2012,15,Japanese Grand Prix,58,8,1,874
1378,Mercedes,2012,15,Japanese Grand Prix,136,5,1,874
1379,Ferrari,2012,15,Japanese Grand Prix,263,3,3,874
1380,Red Bull,2012,15,Japanese Grand Prix,324,1,5,874
1381,McLaren,2012,15,Japanese Grand Prix,283,2,5,874
1382,McLaren,2012,18,Abu Dhabi Grand Prix,318,3,5,877
1383,Red Bull,2012,18,Abu Dhabi Grand Prix,422,1,7,877
1384,Ferrari,2012,18,Abu Dhabi Grand Prix,340,2,3,877
1385,Mercedes,2012,18,Abu Dhabi Grand Prix,136,5,1,877
1386,Williams,2012,18,Abu Dhabi Grand Prix,73,8,1,877
1387,McLaren,2012,19,United States Grand Prix,353,3,6,878
1388,Red Bull,2012,19,United States Grand Prix,440,1,7,878
1389,Ferrari,2012,19,United States Grand Prix,367,2,3,878
1390,Mercedes,2012,19,United States Grand Prix,136,5,1,878
1391,Williams,2012,19,United States Grand Prix,76,8,1,878
1392,McLaren,2012,20,São Paulo Grand Prix,378,3,7,879
1393,Red Bull,2012,20,São Paulo Grand Prix,460,1,7,879
1394,Ferrari,2012,20,São Paulo Grand Prix,400,2,3,879
1395,Mercedes,2012,20,São Paulo Grand Prix,142,5,1,879
1396,Williams,2012,20,São Paulo Grand Prix,76,8,1,879
1397,Ferrari,2013,1,Australian Grand Prix,30,1,0,880
1398,Red Bull,2013,1,Australian Grand Prix,23,3,0,880
1399,Mercedes,2013,1,Australian Grand Prix,10,4,0,880
1400,McLaren,2013,1,Australian Grand Prix,2,6,0,880
1401,Williams,2013,1,Australian Grand Prix,0,9,0,880
1402,Ferrari,2013,4,Bahrain Grand Prix,77,3,1,883
1403,Red Bull,2013,4,Bahrain Grand Prix,109,1,2,883
1404,Mercedes,2013,4,Bahrain Grand Prix,64,4,0,883
1405,McLaren,2013,4,Bahrain Grand Prix,23,6,0,883
1406,Williams,2013,4,Bahrain Grand Prix,0,9,0,883
1407,Ferrari,2013,5,Spanish Grand Prix,117,2,2,884
1408,Red Bull,2013,5,Spanish Grand Prix,131,1,2,884
1409,Mercedes,2013,5,Spanish Grand Prix,72,4,0,884
1410,McLaren,2013,5,Spanish Grand Prix,29,6,0,884
1411,Williams,2013,5,Spanish Grand Prix,0,9,0,884
1412,Ferrari,2013,6,Monaco Grand Prix,123,2,2,885
1413,Red Bull,2013,6,Monaco Grand Prix,164,1,2,885
1414,Mercedes,2013,6,Monaco Grand Prix,109,4,1,885
1415,McLaren,2013,6,Monaco Grand Prix,37,6,0,885
1416,Williams,2013,6,Monaco Grand Prix,0,9,0,885
1417,Ferrari,2013,7,Canadian Grand Prix,145,2,2,886
1418,Red Bull,2013,7,Canadian Grand Prix,201,1,3,886
1419,Mercedes,2013,7,Canadian Grand Prix,134,3,1,886
1420,McLaren,2013,7,Canadian Grand Prix,37,6,0,886
1421,Williams,2013,7,Canadian Grand Prix,0,9,0,886
1422,Ferrari,2013,8,British Grand Prix,168,3,2,887
1423,Red Bull,2013,8,British Grand Prix,219,1,3,887
1424,Mercedes,2013,8,British Grand Prix,171,2,2,887
1425,McLaren,2013,8,British Grand Prix,37,6,0,887
1426,Williams,2013,8,British Grand Prix,0,9,0,887
1427,Ferrari,2013,10,Hungarian Grand Prix,194,3,2,890
1428,Red Bull,2013,10,Hungarian Grand Prix,277,1,4,890
1429,Mercedes,2013,10,Hungarian Grand Prix,208,2,3,890
1430,McLaren,2013,10,Hungarian Grand Prix,57,6,0,890
1431,Williams,2013,10,Hungarian Grand Prix,1,9,0,890
1432,Ferrari,2013,11,Belgian Grand Prix,218,3,2,891
1433,Red Bull,2013,11,Belgian Grand Prix,312,1,5,891
1434,Mercedes,2013,11,Belgian Grand Prix,235,2,3,891
1435,McLaren,2013,11,Belgian Grand Prix,65,5,0,891
1436,Williams,2013,11,Belgian Grand Prix,1,9,0,891
1437,Williams,2013,13,Singapore Grand Prix,1,9,0,893
1438,McLaren,2013,13,Singapore Grand Prix,76,5,0,893
1439,Mercedes,2013,13,Singapore Grand Prix,267,3,3,893
1440,Red Bull,2013,13,Singapore Grand Prix,377,1,7,893
1441,Ferrari,2013,13,Singapore Grand Prix,274,2,2,893
1442,Ferrari,2013,12,Italian Grand Prix,248,2,2,892
1443,Red Bull,2013,12,Italian Grand Prix,352,1,6,892
1444,Mercedes,2013,12,Italian Grand Prix,245,3,3,892
1445,McLaren,2013,12,Italian Grand Prix,66,5,0,892
1446,Williams,2013,12,Italian Grand Prix,1,9,0,892
1447,Ferrari,2013,15,Japanese Grand Prix,297,2,2,895
1448,Red Bull,2013,15,Japanese Grand Prix,445,1,9,895
1449,Mercedes,2013,15,Japanese Grand Prix,287,3,3,895
1450,McLaren,2013,15,Japanese Grand Prix,83,5,0,895
1451,Williams,2013,15,Japanese Grand Prix,1,9,0,895
1452,Ferrari,2013,17,Abu Dhabi Grand Prix,323,3,2,897
1453,Red Bull,2013,17,Abu Dhabi Grand Prix,513,1,11,897
1454,Mercedes,2013,17,Abu Dhabi Grand Prix,334,2,3,897
1455,McLaren,2013,17,Abu Dhabi Grand Prix,95,5,0,897
1456,Williams,2013,17,Abu Dhabi Grand Prix,1,9,0,897
1457,Ferrari,2013,18,United States Grand Prix,333,3,2,898
1458,Red Bull,2013,18,United States Grand Prix,553,1,12,898
1459,Mercedes,2013,18,United States Grand Prix,348,2,3,898
1460,McLaren,2013,18,United States Grand Prix,102,5,0,898
1461,Williams,2013,18,United States Grand Prix,5,9,0,898
1462,Ferrari,2013,19,São Paulo Grand Prix,354,3,2,899
1463,Red Bull,2013,19,São Paulo Grand Prix,596,1,13,899
1464,Mercedes,2013,19,São Paulo Grand Prix,360,2,3,899
1465,McLaren,2013,19,São Paulo Grand Prix,122,5,0,899
1466,Williams,2013,19,São Paulo Grand Prix,5,9,0,899
1467,Red Bull,2014,1,Australian Grand Prix,0,11,0,900
1468,Williams,2014,1,Australian Grand Prix,10,4,0,900
1469,Ferrari,2014,1,Australian Grand Prix,18,3,0,900
1470,McLaren,2014,1,Australian Grand Prix,33,1,0,900
1471,Mercedes,2014,1,Australian Grand Prix,25,2,1,900
1472,Mercedes,2014,3,Bahrain Grand Prix,111,1,3,902
1473,McLaren,2014,3,Bahrain Grand Prix,43,3,0,902
1474,Ferrari,2014,3,Bahrain Grand Prix,33,5,0,902
1475,Williams,2014,3,Bahrain Grand Prix,30,6,0,902
1476,Red Bull,2014,3,Bahrain Grand Prix,35,4,0,902
1477,Mercedes,2014,5,Spanish Grand Prix,197,1,5,904
1478,McLaren,2014,5,Spanish Grand Prix,43,6,0,904
1479,Ferrari,2014,5,Spanish Grand Prix,66,3,0,904
1480,Williams,2014,5,Spanish Grand Prix,46,5,0,904
1481,Red Bull,2014,5,Spanish Grand Prix,84,2,0,904
1482,Mercedes,2014,6,Monaco Grand Prix,240,1,6,905
1483,McLaren,2014,6,Monaco Grand Prix,52,5,0,905
1484,Ferrari,2014,6,Monaco Grand Prix,78,3,0,905
1485,Williams,2014,6,Monaco Grand Prix,52,6,0,905
1486,Red Bull,2014,6,Monaco Grand Prix,99,2,0,905
1487,Mercedes,2014,7,Canadian Grand Prix,258,1,6,906
1488,McLaren,2014,7,Canadian Grand Prix,66,5,0,906
1489,Ferrari,2014,7,Canadian Grand Prix,87,3,0,906
1490,Williams,2014,7,Canadian Grand Prix,58,6,0,906
1491,Red Bull,2014,7,Canadian Grand Prix,139,2,1,906
1492,Mercedes,2014,8,Austrian Grand Prix,301,1,7,907
1493,McLaren,2014,8,Austrian Grand Prix,72,6,0,907
1494,Ferrari,2014,8,Austrian Grand Prix,98,3,0,907
1495,Williams,2014,8,Austrian Grand Prix,85,5,0,907
1496,Red Bull,2014,8,Austrian Grand Prix,143,2,1,907
1497,Mercedes,2014,9,British Grand Prix,326,1,8,908
1498,McLaren,2014,9,British Grand Prix,90,6,0,908
1499,Ferrari,2014,9,British Grand Prix,106,3,0,908
1500,Williams,2014,9,British Grand Prix,103,4,0,908
1501,Red Bull,2014,9,British Grand Prix,168,2,1,908
1502,Mercedes,2014,11,Hungarian Grand Prix,393,1,9,910
1503,McLaren,2014,11,Hungarian Grand Prix,97,6,0,910
1504,Ferrari,2014,11,Hungarian Grand Prix,142,3,0,910
1505,Williams,2014,11,Hungarian Grand Prix,135,4,0,910
1506,Red Bull,2014,11,Hungarian Grand Prix,219,2,2,910
1507,Mercedes,2014,12,Belgian Grand Prix,411,1,9,911
1508,McLaren,2014,12,Belgian Grand Prix,105,5,0,911
1509,Ferrari,2014,12,Belgian Grand Prix,160,3,0,911
1510,Williams,2014,12,Belgian Grand Prix,150,4,0,911
1511,Red Bull,2014,12,Belgian Grand Prix,254,2,3,911
1512,Mercedes,2014,13,Italian Grand Prix,454,1,10,912
1513,McLaren,2014,13,Italian Grand Prix,110,5,0,912
1514,Ferrari,2014,13,Italian Grand Prix,162,4,0,912
1515,Williams,2014,13,Italian Grand Prix,177,3,0,912
1516,Red Bull,2014,13,Italian Grand Prix,272,2,3,912
1517,Mercedes,2014,14,Singapore Grand Prix,479,1,11,913
1518,McLaren,2014,14,Singapore Grand Prix,111,6,0,913
1519,Ferrari,2014,14,Singapore Grand Prix,178,4,0,913
1520,Williams,2014,14,Singapore Grand Prix,187,3,0,913
1521,Red Bull,2014,14,Singapore Grand Prix,305,2,3,913
1522,Mercedes,2014,15,Japanese Grand Prix,522,1,12,914
1523,McLaren,2014,15,Japanese Grand Prix,121,6,0,914
1524,Ferrari,2014,15,Japanese Grand Prix,178,4,0,914
1525,Williams,2014,15,Japanese Grand Prix,201,3,0,914
1526,Red Bull,2014,15,Japanese Grand Prix,332,2,3,914
1527,Mercedes,2014,17,United States Grand Prix,608,1,14,916
1528,McLaren,2014,17,United States Grand Prix,147,5,0,916
1529,Ferrari,2014,17,United States Grand Prix,196,4,0,916
1530,Williams,2014,17,United States Grand Prix,238,3,0,916
1531,Red Bull,2014,17,United States Grand Prix,363,2,3,916
1532,Mercedes,2014,18,São Paulo Grand Prix,651,1,15,917
1533,McLaren,2014,18,São Paulo Grand Prix,161,5,0,917
1534,Ferrari,2014,18,São Paulo Grand Prix,210,4,0,917
1535,Williams,2014,18,São Paulo Grand Prix,254,3,0,917
1536,Red Bull,2014,18,São Paulo Grand Prix,373,2,3,917
1537,Mercedes,2014,19,Abu Dhabi Grand Prix,701,1,16,918
1538,McLaren,2014,19,Abu Dhabi Grand Prix,181,5,0,918
1539,Ferrari,2014,19,Abu Dhabi Grand Prix,216,4,0,918
1540,Williams,2014,19,Abu Dhabi Grand Prix,320,3,0,918
1541,Red Bull,2014,19,Abu Dhabi Grand Prix,405,2,3,918
1542,Mercedes,2015,7,Australian Grand Prix,43,1,1,926
1543,Ferrari,2015,7,Australian Grand Prix,15,2,0,926
1544,Williams,2015,7,Australian Grand Prix,12,4,0,926
1545,Red Bull,2015,7,Australian Grand Prix,8,5,0,926
1546,McLaren,2015,7,Australian Grand Prix,0,8,0,926
1547,Mercedes,2015,5,Bahrain Grand Prix,159,1,3,929
1548,Ferrari,2015,5,Bahrain Grand Prix,107,2,1,929
1549,Williams,2015,5,Bahrain Grand Prix,61,3,0,929
1550,Red Bull,2015,5,Bahrain Grand Prix,23,4,0,929
1551,McLaren,2015,5,Bahrain Grand Prix,0,9,0,929
1552,Mercedes,2015,6,Spanish Grand Prix,202,1,4,930
1553,Ferrari,2015,6,Spanish Grand Prix,132,2,1,930
1554,Williams,2015,6,Spanish Grand Prix,81,3,0,930
1555,Red Bull,2015,6,Spanish Grand Prix,30,4,0,930
1556,McLaren,2015,6,Spanish Grand Prix,0,9,0,930
1557,Mercedes,2015,1,Monaco Grand Prix,242,1,5,931
1558,Ferrari,2015,1,Monaco Grand Prix,158,2,1,931
1559,Williams,2015,1,Monaco Grand Prix,81,3,0,931
1560,Red Bull,2015,1,Monaco Grand Prix,52,4,0,931
1561,McLaren,2015,1,Monaco Grand Prix,4,9,0,931
1562,Mercedes,2015,4,Canadian Grand Prix,285,1,6,932
1563,Ferrari,2015,4,Canadian Grand Prix,180,2,1,932
1564,Williams,2015,4,Canadian Grand Prix,104,3,0,932
1565,Red Bull,2015,4,Canadian Grand Prix,54,4,0,932
1566,McLaren,2015,4,Canadian Grand Prix,4,9,0,932
1567,Mercedes,2015,8,Austrian Grand Prix,328,1,7,933
1568,Ferrari,2015,8,Austrian Grand Prix,192,2,1,933
1569,Williams,2015,8,Austrian Grand Prix,129,3,0,933
1570,Red Bull,2015,8,Austrian Grand Prix,55,4,0,933
1571,McLaren,2015,8,Austrian Grand Prix,4,9,0,933
1572,Mercedes,2015,9,British Grand Prix,371,1,8,934
1573,Ferrari,2015,9,British Grand Prix,211,2,1,934
1574,Williams,2015,9,British Grand Prix,151,3,0,934
1575,Red Bull,2015,9,British Grand Prix,63,4,0,934
1576,McLaren,2015,9,British Grand Prix,5,9,0,934
1577,Mercedes,2015,10,Hungarian Grand Prix,383,1,8,936
1578,Ferrari,2015,10,Hungarian Grand Prix,236,2,2,936
1579,Williams,2015,10,Hungarian Grand Prix,151,3,0,936
1580,Red Bull,2015,10,Hungarian Grand Prix,96,4,0,936
1581,McLaren,2015,10,Hungarian Grand Prix,17,9,0,936
1582,Mercedes,2015,12,Italian Grand Prix,451,1,10,938
1583,McLaren,2015,11,Belgian Grand Prix,17,9,0,937
1584,Williams,2015,11,Belgian Grand Prix,161,3,0,937
1585,Red Bull,2015,11,Belgian Grand Prix,108,4,0,937
1586,Ferrari,2015,11,Belgian Grand Prix,242,2,2,937
1587,Mercedes,2015,11,Belgian Grand Prix,426,1,9,937
1588,Ferrari,2015,12,Italian Grand Prix,270,2,2,938
1589,Williams,2015,12,Italian Grand Prix,188,3,0,938
1590,Red Bull,2015,12,Italian Grand Prix,113,4,0,938
1591,McLaren,2015,12,Italian Grand Prix,17,9,0,938
1592,Mercedes,2015,13,Singapore Grand Prix,463,1,10,939
1593,Ferrari,2015,13,Singapore Grand Prix,310,2,3,939
1594,Williams,2015,13,Singapore Grand Prix,198,3,0,939
1595,Red Bull,2015,13,Singapore Grand Prix,139,4,0,939
1596,McLaren,2015,13,Singapore Grand Prix,17,9,0,939
1597,McLaren,2015,14,Japanese Grand Prix,17,9,0,940
1598,Red Bull,2015,14,Japanese Grand Prix,139,4,0,940
1599,Williams,2015,14,Japanese Grand Prix,208,3,0,940
1600,Ferrari,2015,14,Japanese Grand Prix,337,2,3,940
1601,Mercedes,2015,14,Japanese Grand Prix,506,1,11,940
1602,McLaren,2015,16,United States Grand Prix,27,9,0,942
1603,Williams,2015,16,United States Grand Prix,220,3,0,942
1604,Red Bull,2015,16,United States Grand Prix,150,4,0,942
1605,Ferrari,2015,16,United States Grand Prix,374,2,3,942
1606,Mercedes,2015,16,United States Grand Prix,574,1,13,942
1607,McLaren,2015,17,Mexico City Grand Prix,27,9,0,943
1608,Williams,2015,17,Mexico City Grand Prix,243,3,0,943
1609,Red Bull,2015,17,Mexico City Grand Prix,172,4,0,943
1610,Ferrari,2015,17,Mexico City Grand Prix,374,2,3,943
1611,Mercedes,2015,17,Mexico City Grand Prix,617,1,14,943
1612,McLaren,2015,18,São Paulo Grand Prix,27,9,0,944
1613,Williams,2015,18,São Paulo Grand Prix,253,3,0,944
1614,Red Bull,2015,18,São Paulo Grand Prix,178,4,0,944
1615,Ferrari,2015,18,São Paulo Grand Prix,401,2,3,944
1616,Mercedes,2015,18,São Paulo Grand Prix,660,1,15,944
1617,McLaren,2015,19,Abu Dhabi Grand Prix,27,9,0,945
1618,Williams,2015,19,Abu Dhabi Grand Prix,257,3,0,945
1619,Red Bull,2015,19,Abu Dhabi Grand Prix,187,4,0,945
1620,Ferrari,2015,19,Abu Dhabi Grand Prix,428,2,3,945
1621,Mercedes,2015,19,Abu Dhabi Grand Prix,703,1,16,945
1622,Mercedes,2016,8,Azerbaijan Grand Prix,258,1,7,955
1623,Mercedes,2016,1,Australian Grand Prix,43,1,1,948
1624,McLaren,2016,1,Australian Grand Prix,0,9,0,948
1625,Haas F1 Team,2016,1,Australian Grand Prix,8,5,0,948
1626,Williams,2016,1,Australian Grand Prix,14,3,0,948
1627,Red Bull,2016,1,Australian Grand Prix,12,4,0,948
1628,Ferrari,2016,1,Australian Grand Prix,15,2,0,948
1629,Mercedes,2016,2,Bahrain Grand Prix,83,1,2,949
1630,Ferrari,2016,2,Bahrain Grand Prix,33,2,0,949
1631,Red Bull,2016,2,Bahrain Grand Prix,30,3,0,949
1632,Williams,2016,2,Bahrain Grand Prix,20,4,0,949
1633,Haas F1 Team,2016,2,Bahrain Grand Prix,18,5,0,949
1634,McLaren,2016,2,Bahrain Grand Prix,1,8,0,949
1635,Mercedes,2016,5,Spanish Grand Prix,157,1,4,952
1636,Ferrari,2016,5,Spanish Grand Prix,109,2,0,952
1637,Red Bull,2016,5,Spanish Grand Prix,94,3,1,952
1638,Williams,2016,5,Spanish Grand Prix,65,4,0,952
1639,Haas F1 Team,2016,5,Spanish Grand Prix,22,6,0,952
1640,McLaren,2016,5,Spanish Grand Prix,12,8,0,952
1641,Mercedes,2016,6,Monaco Grand Prix,188,1,5,953
1642,Ferrari,2016,6,Monaco Grand Prix,121,2,0,953
1643,Red Bull,2016,6,Monaco Grand Prix,112,3,1,953
1644,Williams,2016,6,Monaco Grand Prix,66,4,0,953
1645,Haas F1 Team,2016,6,Monaco Grand Prix,22,8,0,953
1646,McLaren,2016,6,Monaco Grand Prix,24,7,0,953
1647,Mercedes,2016,7,Canadian Grand Prix,223,1,6,954
1648,Ferrari,2016,7,Canadian Grand Prix,147,2,0,954
1649,Red Bull,2016,7,Canadian Grand Prix,130,3,1,954
1650,Williams,2016,7,Canadian Grand Prix,81,4,0,954
1651,Haas F1 Team,2016,7,Canadian Grand Prix,22,8,0,954
1652,McLaren,2016,7,Canadian Grand Prix,24,7,0,954
1653,Ferrari,2016,8,Azerbaijan Grand Prix,177,2,0,955
1654,Red Bull,2016,8,Azerbaijan Grand Prix,140,3,1,955
1655,Williams,2016,8,Azerbaijan Grand Prix,90,4,0,955
1656,Haas F1 Team,2016,8,Azerbaijan Grand Prix,22,8,0,955
1657,McLaren,2016,8,Azerbaijan Grand Prix,24,7,0,955
1658,Mercedes,2016,9,Austrian Grand Prix,295,1,8,956
1659,Ferrari,2016,9,Austrian Grand Prix,192,2,0,956
1660,Red Bull,2016,9,Austrian Grand Prix,168,3,1,956
1661,Williams,2016,9,Austrian Grand Prix,92,4,0,956
1662,Haas F1 Team,2016,9,Austrian Grand Prix,28,8,0,956
1663,McLaren,2016,9,Austrian Grand Prix,32,7,0,956
1664,Mercedes,2016,10,British Grand Prix,335,1,9,957
1665,Ferrari,2016,10,British Grand Prix,204,2,0,957
1666,Red Bull,2016,10,British Grand Prix,198,3,1,957
1667,Williams,2016,10,British Grand Prix,92,4,0,957
1668,Haas F1 Team,2016,10,British Grand Prix,28,8,0,957
1669,McLaren,2016,10,British Grand Prix,32,7,0,957
1670,Mercedes,2016,11,Hungarian Grand Prix,378,1,10,958
1671,Ferrari,2016,11,Hungarian Grand Prix,224,2,0,958
1672,Red Bull,2016,11,Hungarian Grand Prix,223,3,1,958
1673,Williams,2016,11,Hungarian Grand Prix,94,4,0,958
1674,Haas F1 Team,2016,11,Hungarian Grand Prix,28,8,0,958
1675,McLaren,2016,11,Hungarian Grand Prix,38,7,0,958
1676,Mercedes,2016,13,Belgian Grand Prix,455,1,12,960
1677,Ferrari,2016,13,Belgian Grand Prix,252,3,0,960
1678,Red Bull,2016,13,Belgian Grand Prix,274,2,1,960
1679,Williams,2016,13,Belgian Grand Prix,101,5,0,960
1680,Haas F1 Team,2016,13,Belgian Grand Prix,28,8,0,960
1681,McLaren,2016,13,Belgian Grand Prix,48,6,0,960
1682,Mercedes,2016,14,Italian Grand Prix,498,1,13,961
1683,Ferrari,2016,14,Italian Grand Prix,279,3,0,961
1684,Red Bull,2016,14,Italian Grand Prix,290,2,1,961
1685,Williams,2016,14,Italian Grand Prix,111,4,0,961
1686,Haas F1 Team,2016,14,Italian Grand Prix,28,8,0,961
1687,McLaren,2016,14,Italian Grand Prix,48,6,0,961
1688,Mercedes,2016,15,Singapore Grand Prix,538,1,14,962
1689,Ferrari,2016,15,Singapore Grand Prix,301,3,0,962
1690,Red Bull,2016,15,Singapore Grand Prix,316,2,1,962
1691,Williams,2016,15,Singapore Grand Prix,111,5,0,962
1692,Haas F1 Team,2016,15,Singapore Grand Prix,28,8,0,962
1693,McLaren,2016,15,Singapore Grand Prix,54,6,0,962
1694,Mercedes,2016,17,Japanese Grand Prix,593,1,15,964
1695,Ferrari,2016,17,Japanese Grand Prix,335,3,0,964
1696,Red Bull,2016,17,Japanese Grand Prix,385,2,2,964
1697,Williams,2016,17,Japanese Grand Prix,124,5,0,964
1698,Haas F1 Team,2016,17,Japanese Grand Prix,28,8,0,964
1699,McLaren,2016,17,Japanese Grand Prix,62,6,0,964
1700,Ferrari,2016,20,São Paulo Grand Prix,375,3,0,967
1701,McLaren,2016,18,United States Grand Prix,74,6,0,965
1702,Mercedes,2016,20,São Paulo Grand Prix,722,1,18,967
1703,Ferrari,2016,18,United States Grand Prix,347,3,0,965
1704,Williams,2016,18,United States Grand Prix,130,5,0,965
1705,Haas F1 Team,2016,18,United States Grand Prix,29,8,0,965
1706,Red Bull,2016,18,United States Grand Prix,400,2,2,965
1707,Mercedes,2016,18,United States Grand Prix,636,1,16,965
1708,McLaren,2016,19,Mexico City Grand Prix,74,6,0,966
1709,Ferrari,2016,19,Mexico City Grand Prix,365,3,0,966
1710,Williams,2016,19,Mexico City Grand Prix,136,5,0,966
1711,Haas F1 Team,2016,19,Mexico City Grand Prix,29,8,0,966
1712,Red Bull,2016,19,Mexico City Grand Prix,427,2,2,966
1713,Mercedes,2016,19,Mexico City Grand Prix,679,1,17,966
1714,Red Bull,2016,20,São Paulo Grand Prix,446,2,2,967
1715,Williams,2016,20,São Paulo Grand Prix,136,5,0,967
1716,Haas F1 Team,2016,20,São Paulo Grand Prix,29,8,0,967
1717,McLaren,2016,20,São Paulo Grand Prix,75,6,0,967
1718,Mercedes,2016,21,Abu Dhabi Grand Prix,765,1,19,968
1719,Ferrari,2016,21,Abu Dhabi Grand Prix,398,3,0,968
1720,Red Bull,2016,21,Abu Dhabi Grand Prix,468,2,2,968
1721,Williams,2016,21,Abu Dhabi Grand Prix,138,5,0,968
1722,Haas F1 Team,2016,21,Abu Dhabi Grand Prix,29,8,0,968
1723,McLaren,2016,21,Abu Dhabi Grand Prix,76,6,0,968
1724,Ferrari,2017,1,Australian Grand Prix,37,1,1,969
1725,Mercedes,2017,1,Australian Grand Prix,33,2,0,969
1726,Red Bull,2017,1,Australian Grand Prix,10,3,0,969
1727,Williams,2017,1,Australian Grand Prix,8,4,0,969
1728,McLaren,2017,1,Australian Grand Prix,0,9,0,969
1729,Haas F1 Team,2017,1,Australian Grand Prix,0,10,0,969
1730,Ferrari,2017,3,Bahrain Grand Prix,102,1,2,971
1731,Mercedes,2017,3,Bahrain Grand Prix,99,2,1,971
1732,Red Bull,2017,3,Bahrain Grand Prix,47,3,0,971
1733,Williams,2017,3,Bahrain Grand Prix,16,5,0,971
1734,McLaren,2017,3,Bahrain Grand Prix,0,10,0,971
1735,Haas F1 Team,2017,3,Bahrain Grand Prix,8,7,0,971
1736,Ferrari,2017,5,Spanish Grand Prix,153,2,2,973
1737,Mercedes,2017,5,Spanish Grand Prix,161,1,3,973
1738,Red Bull,2017,5,Spanish Grand Prix,72,3,0,973
1739,Williams,2017,5,Spanish Grand Prix,18,6,0,973
1740,McLaren,2017,5,Spanish Grand Prix,0,10,0,973
